iter	Logloss
191	0.08584664037
192	0.0857037498
193	0.08555808397
194	0.08540426612
195	0.08526578098
196	0.08524276877
197	0.08505350735
198	0.0850026603
199	0.08496561078
200	0.08480707335
201	0.08475628879
202	0.08466614088
203	0.08461336648
204	0.08455518984
205	0.08447300026
206	0.08436634848
207	0.08431445431
208	0.08421427105
209	0.08415255106
210	0.08410200548
211	0.08405453238
212	0.08385852675
213	0.08379917942
214	0.08372260198
215	0.08365593464
216	0.0836130387
217	0.08352739125
218	0.08345693527
219	0.08337787674
220	0.08330749975
221	0.08320455481
222	0.08309189879
223	0.0829703951
224	0.08288702015
225	0.08283844785
226	0.0827596333
227	0.08271512634
228	0.0826515993
229	0.08259378725
230	0.0825745812
231	0.0825163256
232	0.08248604977
233	0.08245642734
234	0.0824279615
235	0.082324361
236	0.08222540011
237	0.08211859717
238	0.08209934347
239	0.08202262082
240	0.08188565709
241	0.08185425518
242	0.08177759685
243	0.08173380555
244	0.08171424833
245	0.08161904551
246	0.08151694004
247	0.08143100805
248	0.08137592201
249	0.08134001489
250	0.08129472922
251	0.08120876221
252	0.08114192377
253	0.08110012874
254	0.08097142031
255	0.08093677414
256	0.08092137116
257	0.08087973579
258	0.08079148991
259	0.08077761221
260	0.08071110982
261	0.08064483093
262	0.08057227299
263	0.08051335049
264	0.08040742095
265	0.08030467391
266	0.08021290099
267	0.08014721581
268	0.08009969388
269	0.08003086867
270	0.07995832256
271	0.07991226796
272	0.07984899808
273	0.07977062202
274	0.07970386575
275	0.0796408582
276	0.07959443705
277	0.07953784221
278	0.07951404149
279	0.07946333773
280	0.07922433279
281	0.07915084767
282	0.07893798195
283	0.07885873792
284	0.07878688135
285	0.0787194267
286	0.07868790139
287	0.0786246199
288	0.07859254443
289	0.07845196625
290	0.07844319759
291	0.07834115221
292	0.07833276872
293	0.07830249615
294	0.0782535465
295	0.07824017347
296	0.07817027184
297	0.07811833779
298	0.07807358349
299	0.07803306561
300	0.0779715009
301	0.07789099634
302	0.07784615918
303	0.07781618383
304	0.07774122036
305	0.07752350574
306	0.07748731819
307	0.07744890799
308	0.07739368209
309	0.07727541893
310	0.07722606285
311	0.0771650529
312	0.07710393232
313	0.07702051364
314	0.07700602814
315	0.07691512761
316	0.07686354692
317	0.07679928422
318	0.07674780386
319	0.07669761106
320	0.07665811735
321	0.07664529548
322	0.0765904362
323	0.07656981653
324	0.07651880128
325	0.07645245613
326	0.07639233788
327	0.07631330025
328	0.07621059045
329	0.07615413286
330	0.0760921902
331	0.07601206695
332	0.07597064046
333	0.07585551931
334	0.07579821817
335	0.07574995618
336	0.07570245852
337	0.07565447456
338	0.07559205696
339	0.07552462051
340	0.07549980372
341	0.0754175823
342	0.07528421226
343	0.07525075252
344	0.07522434135
345	0.07513487881
346	0.0750817442
347	0.07501545079
348	0.07494958194
349	0.07490642315
350	0.07480613611
351	0.07476450281
352	0.07473971567
353	0.07470980688
354	0.07467125946
355	0.07460649592
356	0.07455823619
357	0.07453911971
358	0.07449550273
359	0.07444257402
360	0.07441459786
361	0.07435183018
362	0.07430452537
363	0.07425741282
364	0.0741675372
365	0.07412825649
366	0.0740634149
367	0.0739917255
368	0.07396895257
369	0.07391454341
370	0.07383823687
371	0.0737264798
372	0.0736738372
373	0.07360353777
374	0.07355599388
375	0.07350596859
376	0.07346193561
377	0.07339087978
378	0.07329615915
379	0.07323962596
380	0.07322185401
381	0.07315047138
382	0.0730862771
383	0.07305432722
384	0.07299686099
385	0.07296105494
386	0.07291268428
387	0.07288570461
388	0.07281817842
389	0.07275618819
390	0.07269063452
391	0.07267749553
392	0.0726030751
393	0.07251517922
394	0.07249228807
395	0.07238018102
396	0.07230400044
397	0.0722315444
398	0.07220885962
399	0.07217377518
400	0.07213429733
401	0.07209786845
402	0.07200028113
403	0.07194552843
404	0.07193687577
405	0.07186113241
406	0.07182565676
407	0.07180464665
408	0.07175545709
409	0.0716687675
410	0.07151462776
411	0.07147669618
412	0.07146682767
413	0.07141538595
414	0.07137410308
415	0.07131200476
416	0.07126634178
417	0.07126069898
418	0.07119772547
419	0.07117022361
420	0.07110641823
421	0.0710845505
422	0.07101695524
423	0.07097622697
424	0.07093510371
425	0.07087557832
426	0.07080926703
427	0.07069126022
428	0.0706387982
429	0.07059788556
430	0.0705455903
431	0.07051915042
432	0.07047762104
433	0.07038994147
434	0.07036411536
435	0.07032903944
436	0.0702845041
437	0.07025264022
438	0.0702151746
439	0.07015053067
440	0.07010949468
441	0.07006467917
442	0.07005939197
443	0.07004680138
444	0.07000060956
445	0.06993394987
446	0.06985252672
447	0.06979215291
448	0.06974967665
449	0.06970022462
450	0.06963924923
451	0.069582427
452	0.06948996593
453	0.06944929682
454	0.06940782725
455	0.06934770199
456	0.0693399792
457	0.06930235579
458	0.06926823659
459	0.06923588423
460	0.06919618478
461	0.06912187456
462	0.06904965779
463	0.06898926222
464	0.06893166494
465	0.06885650356
466	0.06882015748
467	0.06877142502
468	0.06871619804
469	0.06863857315
470	0.06859414999
471	0.06855206584
472	0.06851617488
473	0.06846056821
474	0.06842813187
475	0.06837249771
476	0.06836555313
477	0.06834744293
478	0.06827801609
479	0.06818058696
480	0.06814157271
481	0.06813369837
482	0.06809251972
483	0.06805355724
484	0.0679924634
485	0.06795354866
486	0.06792825308
487	0.06789110284
488	0.06778698877
489	0.06775720082
490	0.0677086457
491	0.06756031013
492	0.06752216529
493	0.06745783894
494	0.06743439306
495	0.06740119784
496	0.06737744312
497	0.06732702385
498	0.06729606235
499	0.06724713538
500	0.06721821215
501	0.06716049578
502	0.06710110698
503	0.06702543691
504	0.06699245894
505	0.06695418854
506	0.06691478477
507	0.06684018424
508	0.0668114177
509	0.06678108985
510	0.06674543076
511	0.06671520616
512	0.0666814114
513	0.06664932923
514	0.06662739192
515	0.06658889481
516	0.06655715273
517	0.0665162588
518	0.06647222725
519	0.06644108984
520	0.06639163492
521	0.06634641403
522	0.06629449933
523	0.06627009964
524	0.06624650294
525	0.06622716335
526	0.06620781199
527	0.06616028121
528	0.06615270257
529	0.06609407829
530	0.06603624189
531	0.0659946672
532	0.06596004912
533	0.06593556092
534	0.06589422892
535	0.0658490506
536	0.06577044568
537	0.06573142683
538	0.06569598674
539	0.06563068126
540	0.06560567622
541	0.06558124218
542	0.06553756928
543	0.06550244894
544	0.0654703525
545	0.06543569629
546	0.06542607032
547	0.06539716051
548	0.06538585554
549	0.06534100503
550	0.06531411057
551	0.06527118404
552	0.06524641115
553	0.06519877523
554	0.06516775086
555	0.06513873669
556	0.06508623762
557	0.06504362524
558	0.06497469893
559	0.06490444964
560	0.06487172125
561	0.06478147826
562	0.0647407139
563	0.06471649082
564	0.06466996811
565	0.0646449136
566	0.0646305557
567	0.06459826155
568	0.06454567813
569	0.0645324825
570	0.06447752604
571	0.0644718738
572	0.06444013501
573	0.06439289835
574	0.06437530936
575	0.06434076397
576	0.06430675945
577	0.06426180388
578	0.06422000805
579	0.06421124052
580	0.06416395078
581	0.06412065427
582	0.06409477533
583	0.06406842069
584	0.06402951672
585	0.06399366494
586	0.06396028362
587	0.06392278506
588	0.06387479709
589	0.06382097831
590	0.06378654793
591	0.06372867441
592	0.06370366135
593	0.06367444485
594	0.06365134371
595	0.06362085561
596	0.06357872401
597	0.06354806326
598	0.06347993659
599	0.06344917015
600	0.06342000392
601	0.06338722259
602	0.06329865089
603	0.06324215708
604	0.06321188764
605	0.06315695008
606	0.06314862957
607	0.06311503709
608	0.06308463107
609	0.06307410233
610	0.06304749421
611	0.06302926678
612	0.06301708728
613	0.06298139483
614	0.06297576156
615	0.06294684574
616	0.06289546212
617	0.06287655737
618	0.06282555961
619	0.06280562839
620	0.06275619612
621	0.06274738479
622	0.06272188702
623	0.06269934186
624	0.06264986956
625	0.0626101342
626	0.0625636012
627	0.06253960544
628	0.06252462443
629	0.0625002537
630	0.0624894561
631	0.06246487236
632	0.0624306981
633	0.06237793583
634	0.06232995711
635	0.06229091218
636	0.06224997734
637	0.06224169757
638	0.06222498572
639	0.06219386259
640	0.06218035378
641	0.06216263778
642	0.06213062234
643	0.0621080012
644	0.06207212522
645	0.06202892574
646	0.06201315721
647	0.06199042486
648	0.0619538709
649	0.06192239856
650	0.0619117164
651	0.06187034922
652	0.0618455287
653	0.06181519092
654	0.06178445868
655	0.0617597052
656	0.06174500055
657	0.06170051562
658	0.06165401813
659	0.06161051542
660	0.06158266307
661	0.06157309245
662	0.06153611209
663	0.06153261436
664	0.06149601378
665	0.06146330334
666	0.06141997484
667	0.06140238045
668	0.06136117585
669	0.06133549332
670	0.06127920569
671	0.06123532012
672	0.06119311361
673	0.06117035513
674	0.06116283962
675	0.06112434576
676	0.06108435361
677	0.06107451905
678	0.06105927184
679	0.06101830166
680	0.06097495066
681	0.06094356303
682	0.06091374522
683	0.06087511279
684	0.06087092307
685	0.06084463558
686	0.06081064718
687	0.06078138396
688	0.06074848809
689	0.0607074416
690	0.060682327
691	0.06065578749
692	0.0606279347
693	0.0606142237
694	0.0605708944
695	0.06055986427
696	0.06051958061
697	0.06051208409
698	0.06046850173
699	0.06042758925
700	0.06039361106
701	0.06035439279
702	0.06030047752
703	0.06027428155
704	0.06024174547
705	0.06020364669
706	0.06019792821
707	0.06016701393
708	0.06013286468
709	0.0601067695
710	0.06004389868
711	0.06001723064
712	0.05998384914
713	0.05996214234
714	0.05995051289
715	0.05992810891
716	0.05989388623
717	0.05987466866
718	0.05983141882
719	0.05981565906
720	0.05978820218
721	0.05975774386
722	0.05973739055
723	0.05972110003
724	0.05968265198
725	0.05964535002
726	0.05960993249
727	0.0595746424
728	0.0595182776
729	0.05949572455
730	0.05947985459
731	0.05945529986
732	0.0594177938
733	0.05939216597
734	0.05937827522
735	0.0593433431
736	0.05932883158
737	0.05931625722
738	0.05926205759
739	0.05923733181
740	0.05920984129
741	0.05920518831
742	0.05916520548
743	0.059139224
744	0.05910694973
745	0.05906963227
746	0.05905295156
747	0.05900939003
748	0.05897694486
749	0.05894421511
750	0.05892983812
751	0.05892263482
752	0.05888341343
753	0.05887231972
754	0.05885006195
755	0.058810431
756	0.05877570648
757	0.05875415521
758	0.05871913474
759	0.05868323299
760	0.0586567792
761	0.05863615153
762	0.05861592984
763	0.05860613764
764	0.05858029603
765	0.05855398328
766	0.05851751531
767	0.05849376379
768	0.05844901225
769	0.0584423166
770	0.05842379639
771	0.05838149292
772	0.05836684421
773	0.05831283833
774	0.05829543851
775	0.05828701379
776	0.05825918391
777	0.05823509891
778	0.05822772873
779	0.05818030014
780	0.05815525907
781	0.05813890656
782	0.05811009496
783	0.05808339739
784	0.05805231784
785	0.05802357619
786	0.05799090544
787	0.05796604237
788	0.05794528722
789	0.05789663494
790	0.05787970716
791	0.05781995371
792	0.05776683762
793	0.05773031187
794	0.0576911398
795	0.05766387182
796	0.05765309872
797	0.0576082499
798	0.05756844872
799	0.05753421709
800	0.05751242802
801	0.057491849
802	0.05746601843
803	0.05745152019
804	0.05741666114
805	0.05738473109
806	0.05736062349
807	0.05734985596
808	0.05733527201
809	0.05732314707
810	0.05731019604
811	0.05729712936
812	0.05727210921
813	0.05723710535
814	0.05719934108
815	0.05718916409
816	0.05715145747
817	0.05714096028
818	0.05711957607
819	0.05709264054
820	0.05706532178
821	0.05705133261
822	0.05701223595
823	0.05699502747
824	0.05696925367
825	0.0569342003
826	0.05689870362
827	0.05686546472
828	0.05683917066
829	0.056810824
830	0.05679083293
831	0.05676741233
832	0.05675142679
833	0.05674511931
834	0.05672033206
835	0.05667377049
836	0.0566309
837	0.05659838302
838	0.05657048422
839	0.0565630127
840	0.05650678227
841	0.05646645916
842	0.05645737862
843	0.05645041147
844	0.05642588916
845	0.05639249723
846	0.05635722895
847	0.05633310503
848	0.05632603383
849	0.05631635348
850	0.05629196371
851	0.05625341996
852	0.05621716307
853	0.05617274867
854	0.05615497868
855	0.05612995893
856	0.0561090981
857	0.0561041709
858	0.056083946
859	0.05606480846
860	0.05604913398
861	0.05601390246
862	0.056007398
863	0.05599837027
864	0.05596457457
865	0.05595995251
866	0.05593607606
867	0.05591386589
868	0.05589086224
869	0.0558606992
870	0.05582961922
871	0.05579638401
872	0.05577940234
873	0.05575575355
874	0.05571656678
875	0.0556937273
876	0.05566601084
877	0.05563519023
878	0.05560136699
879	0.05558166948
880	0.05554667485
881	0.05551989876
882	0.05550236507
883	0.05546903482
884	0.05543477366
885	0.05541079206
886	0.05537726868
887	0.05536863729
888	0.05535811487
889	0.05534949457
890	0.05533787841
891	0.05526715924
892	0.05523929921
893	0.05523304575
894	0.05519612648
895	0.05514290188
896	0.05513336373
897	0.05510928348
898	0.05508812306
899	0.0550685458
900	0.05504514471
901	0.05504020773
902	0.05502444665
903	0.05500405713
904	0.05498908049
905	0.05494466702
906	0.05491154699
907	0.05489113139
908	0.05486365589
909	0.05483654622
910	0.05479906453
911	0.05478584037
912	0.05475429944
913	0.05474693431
914	0.05471379032
915	0.05470385073
916	0.05467721224
917	0.05465434693
918	0.0546353409
919	0.05461748247
920	0.05459447283
921	0.05455279309
922	0.05451187346
923	0.05442841558
924	0.05441701745
925	0.05437990745
926	0.05437310965
927	0.05436461649
928	0.0543398315
929	0.05432457936
930	0.05430751416
931	0.05428488459
932	0.05426270834
933	0.05422775343
934	0.05419956236
935	0.05417447727
936	0.0541701616
937	0.05414375026
938	0.05411459897
939	0.05408110409
940	0.05406570517
941	0.05404143099
942	0.05401281267
943	0.05398562057
944	0.05394850811
945	0.05392321283
946	0.05390081486
947	0.05387509759
948	0.05385349718
949	0.05384502022
950	0.05381992037
951	0.05379817
952	0.05378979385
953	0.0537605086
954	0.05373070114
955	0.05369275926
956	0.05364967395
957	0.05362420059
958	0.05359142483
959	0.0535726972
960	0.05354643523
961	0.05354130798
962	0.05352268887
963	0.05350809735
964	0.05346669517
965	0.05345953578
966	0.05344215961
967	0.05342104552
968	0.05339661434
969	0.05337477058
970	0.053353357
971	0.05334017787
972	0.05331364246
973	0.05326571782
974	0.05324294406
975	0.05323511883
976	0.05322544701
977	0.05319000931
978	0.05318358991
979	0.05316753206
980	0.05314097822
981	0.05312048313
982	0.05309775108
983	0.05306890193
984	0.05304374139
985	0.05303443663
986	0.05300530178
987	0.05297888999
988	0.05295846671
989	0.05293646219
990	0.0529220734
991	0.05290676167
992	0.05288559627
993	0.0528692976
994	0.05285183261
995	0.05283331812
996	0.05281323642
997	0.05280583101
998	0.05279651052
999	0.05277740512
